idx,image_file,mask_file,type
1320,image-22_hflip_rot60.png,mask-22_hflip_rot60.png,val
1980,image-22_hflip_rot90.png,mask-22_hflip_rot90.png,val
7260,image-22_hflip_rot330.png,mask-22_hflip_rot330.png,val
6930,image-22_hflip_rot315.png,mask-22_hflip_rot315.png,val
6600,image-22_hflip_rot300.png,mask-22_hflip_rot300.png,val
5940,image-22_hflip_rot270.png,mask-22_hflip_rot270.png,val
3960,image-22_hflip_rot180.png,mask-22_hflip_rot180.png,val
660,image-22_vflip_rot30.png,mask-22_vflip_rot30.png,val
990,image-22_vflip_rot45.png,mask-22_vflip_rot45.png,val
1320,image-22_vflip_rot60.png,mask-22_vflip_rot60.png,val
1980,image-22_vflip_rot90.png,mask-22_vflip_rot90.png,val
7260,image-22_vflip_rot330.png,mask-22_vflip_rot330.png,val
6930,image-22_vflip_rot315.png,mask-22_vflip_rot315.png,val
6600,image-22_vflip_rot300.png,mask-22_vflip_rot300.png,val
5940,image-22_vflip_rot270.png,mask-22_vflip_rot270.png,val
3960,image-22_vflip_rot180.png,mask-22_vflip_rot180.png,val
352,image-32_vflip.png,mask-32_vflip.png,val
384,image-32_hflip.png,mask-32_hflip.png,val
960,image-32_rot30.png,mask-32_rot30.png,val
1440,image-32_rot45.png,mask-32_rot45.png,val
1920,image-32_rot60.png,mask-32_rot60.png,val
2880,image-32_rot90.png,mask-32_rot90.png,val
10560,image-32_rot330.png,mask-32_rot330.png,val
10080,image-32_rot315.png,mask-32_rot315.png,val
9600,image-32_rot300.png,mask-32_rot300.png,val
8640,image-32_rot270.png,mask-32_rot270.png,val
5760,image-32_rot180.png,mask-32_rot180.png,val
960,image-32_hflip_rot30.png,mask-32_hflip_rot30.png,val
1440,image-32_hflip_rot45.png,mask-32_hflip_rot45.png,val
1920,image-32_hflip_rot60.png,mask-32_hflip_rot60.png,val
2880,image-32_hflip_rot90.png,mask-32_hflip_rot90.png,val
10560,image-32_hflip_rot330.png,mask-32_hflip_rot330.png,val
10080,image-32_hflip_rot315.png,mask-32_hflip_rot315.png,val
9600,image-32_hflip_rot300.png,mask-32_hflip_rot300.png,val
8640,image-32_hflip_rot270.png,mask-32_hflip_rot270.png,val
5760,image-32_hflip_rot180.png,mask-32_hflip_rot180.png,val
960,image-32_vflip_rot30.png,mask-32_vflip_rot30.png,val
1440,image-32_vflip_rot45.png,mask-32_vflip_rot45.png,val
1920,image-32_vflip_rot60.png,mask-32_vflip_rot60.png,val
2880,image-32_vflip_rot90.png,mask-32_vflip_rot90.png,val
10560,image-32_vflip_rot330.png,mask-32_vflip_rot330.png,val
10080,image-32_vflip_rot315.png,mask-32_vflip_rot315.png,val
9600,image-32_vflip_rot300.png,mask-32_vflip_rot300.png,val
8640,image-32_vflip_rot270.png,mask-32_vflip_rot270.png,val
5760,image-32_vflip_rot180.png,mask-32_vflip_rot180.png,val
